season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,endpoint,input_season,input_measure
2009-10,1610612759,SAS,San Antonio Spurs,0020900960,2010-03-10T00:00:00,SAS vs. NYK,W,48.0,13.0,14.0,16.0,48.0,14.0,4.0,4.0,34.0,1,1,1,1,145,1651,930,787,536,811,45,83,421,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900961,2010-03-10T00:00:00,TOR @ SAC,L,48.0,7.0,11.0,6.0,42.0,17.0,13.0,22.0,62.0,1,1231,1231,1231,145,2320,1514,2128,1090,1321,1150,2112,2391,teamgamelogs,2009-10,Misc
2009-10,1610612740,NOH,New Orleans Hornets,0020900958,2010-03-10T00:00:00,NOH @ OKC,L,48.0,11.0,9.0,13.0,46.0,14.0,14.0,10.0,48.0,1,1231,1231,1231,145,1965,1867,1209,696,811,1351,658,1766,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900953,2010-03-10T00:00:00,PHI vs. CHA,L,48.0,15.0,14.0,21.0,38.0,21.0,8.0,16.0,42.0,1,1231,1231,1231,145,1314,930,350,1521,1900,327,1523,1165,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900959,2010-03-10T00:00:00,DAL vs. NJN,W,48.0,12.0,14.0,25.0,38.0,19.0,12.0,11.0,40.0,1,1,1,1,145,1817,930,174,1521,1624,948,816,941,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900961,2010-03-10T00:00:00,SAC vs. TOR,W,48.0,17.0,13.0,22.0,62.0,7.0,11.0,6.0,42.0,1,1,1,1,145,983,1111,284,50,95,766,210,1165,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900957,2010-03-10T00:00:00,DEN @ MIN,W,48.0,18.0,10.0,22.0,46.0,10.0,12.0,22.0,34.0,1,1,1,1,145,838,1696,284,696,303,948,2112,421,teamgamelogs,2009-10,Misc
2009-10,1610612765,DET,Detroit Pistons,0020900955,2010-03-10T00:00:00,DET vs. UTA,L,48.0,21.0,19.0,9.0,44.0,13.0,20.0,16.0,56.0,1,1231,1231,1231,145,441,300,1804,870,645,2162,1523,2241,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900953,2010-03-10T00:00:00,CHA @ PHI,W,48.0,21.0,8.0,16.0,42.0,15.0,14.0,21.0,38.0,1,1,1,1,145,441,1988,787,1090,984,1351,2045,768,teamgamelogs,2009-10,Misc
2009-10,1610612760,OKC,Oklahoma City Thunder,0020900958,2010-03-10T00:00:00,OKC vs. NOH,W,48.0,14.0,14.0,10.0,48.0,11.0,9.0,13.0,46.0,1,1,1,1,145,1478,930,1646,536,393,474,1118,1592,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900948,2010-03-09T00:00:00,WAS vs. HOU,L,48.0,14.0,8.0,11.0,32.0,19.0,24.0,14.0,38.0,1,1231,1231,1231,145,1478,1988,1509,2041,1624,2371,1253,768,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900950,2010-03-09T00:00:00,MIL vs. BOS,W,48.0,11.0,9.0,3.0,36.0,19.0,6.0,18.0,28.0,1,1,1,1,145,1965,1867,2379,1694,1624,120,1783,132,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900945,2010-03-09T00:00:00,CHA vs. MIA,W,48.0,6.0,16.0,19.0,40.0,15.0,7.0,10.0,32.0,1,1,1,1,145,2367,645,501,1297,984,240,658,290,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900952,2010-03-09T00:00:00,TOR @ LAL,L,48.0,10.0,9.0,16.0,38.0,15.0,17.0,10.0,44.0,1,1231,1231,1231,145,2069,1867,787,1521,984,1817,658,1372,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900946,2010-03-09T00:00:00,IND vs. PHI,W,48.0,12.0,7.0,16.0,52.0,7.0,18.0,14.0,54.0,1,1,1,1,145,1817,2135,787,301,95,1943,1253,2161,teamgamelogs,2009-10,Misc
2009-10,1610612757,POR,Portland Trail Blazers,0020900951,2010-03-09T00:00:00,POR vs. SAC,W,48.0,15.0,11.0,18.0,44.0,15.0,15.0,10.0,40.0,1,1,1,1,145,1314,1514,594,870,984,1532,658,941,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900948,2010-03-09T00:00:00,HOU @ WAS,W,48.0,19.0,24.0,14.0,38.0,14.0,8.0,11.0,32.0,1,1,1,1,145,700,67,1062,1521,811,327,816,290,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900949,2010-03-09T00:00:00,CHI vs. UTA,L,48.0,15.0,8.0,20.0,44.0,24.0,13.0,15.0,50.0,1,1231,1231,1231,145,1314,1988,417,870,2192,1150,1400,1926,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900952,2010-03-09T00:00:00,LAL vs. TOR,W,48.0,15.0,17.0,10.0,44.0,10.0,9.0,16.0,38.0,1,1,1,1,145,1314,519,1646,870,303,474,1523,768,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900945,2010-03-09T00:00:00,MIA @ CHA,L,48.0,15.0,7.0,10.0,32.0,6.0,16.0,19.0,40.0,1,1231,1231,1231,145,1314,2135,1646,2041,50,1685,1868,941,teamgamelogs,2009-10,Misc
2009-10,1610612746,LAC,Los Angeles Clippers,0020900947,2010-03-09T00:00:00,LAC @ ORL,L,48.0,9.0,10.0,6.0,30.0,10.0,13.0,14.0,48.0,1,1231,1231,1231,145,2159,1696,2128,2172,303,1150,1253,1766,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900949,2010-03-09T00:00:00,UTA @ CHI,W,48.0,24.0,13.0,15.0,50.0,15.0,8.0,20.0,44.0,1,1,1,1,145,212,1111,939,413,984,327,1961,1372,teamgamelogs,2009-10,Misc
2009-10,1610612738,BOS,Boston Celtics,0020900950,2010-03-09T00:00:00,BOS @ MIL,L,48.0,19.0,6.0,18.0,28.0,11.0,9.0,3.0,36.0,1,1231,1231,1231,145,700,2222,594,2265,393,474,51,584,teamgamelogs,2009-10,Misc
2009-10,1610612753,ORL,Orlando Magic,0020900947,2010-03-09T00:00:00,ORL vs. LAC,W,48.0,10.0,13.0,14.0,48.0,9.0,10.0,6.0,30.0,1,1,1,1,145,2069,1111,1062,536,219,595,210,197,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900951,2010-03-09T00:00:00,SAC @ POR,L,48.0,15.0,15.0,10.0,40.0,15.0,11.0,18.0,44.0,1,1231,1231,1231,145,1314,777,1646,1297,984,766,1783,1372,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900946,2010-03-09T00:00:00,PHI @ IND,L,48.0,7.0,18.0,14.0,54.0,12.0,7.0,16.0,52.0,1,1231,1231,1231,145,2320,404,1062,221,497,240,1523,2049,teamgamelogs,2009-10,Misc
2009-10,1610612740,NOH,New Orleans Hornets,0020900944,2010-03-08T00:00:00,NOH vs. GSW,W,48.0,23.0,24.0,27.0,68.0,28.0,7.0,30.0,44.0,1,1,1,1,145,270,67,112,15,2368,240,2390,1372,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900942,2010-03-08T00:00:00,NJN @ MEM,L,48.0,12.0,13.0,14.0,48.0,16.0,14.0,21.0,58.0,1,1231,1231,1231,145,1817,1111,1062,536,1148,1351,2045,2300,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900944,2010-03-08T00:00:00,GSW @ NOH,L,48.0,28.0,7.0,30.0,44.0,23.0,24.0,27.0,68.0,1,1231,1231,1231,145,69,2135,55,870,2113,2371,2318,2440,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900942,2010-03-08T00:00:00,MEM vs. NJN,W,48.0,16.0,14.0,21.0,58.0,12.0,13.0,14.0,48.0,1,1,1,1,145,1141,930,350,112,497,1150,1253,1766,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900943,2010-03-08T00:00:00,MIN vs. DAL,L,48.0,8.0,12.0,20.0,60.0,32.0,13.0,31.0,50.0,1,1231,1231,1231,145,2243,1312,417,71,2435,1150,2407,1926,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900940,2010-03-08T00:00:00,SAS @ CLE,L,48.0,16.0,14.0,12.0,30.0,15.0,8.0,14.0,40.0,1,1231,1231,1231,145,1141,930,1344,2172,984,327,1253,941,teamgamelogs,2009-10,Misc
2009-10,1610612739,CLE,Cleveland Cavaliers,0020900940,2010-03-08T00:00:00,CLE vs. SAS,W,48.0,15.0,8.0,14.0,40.0,16.0,14.0,12.0,30.0,1,1,1,1,145,1314,1988,1062,1297,1148,1351,953,197,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900943,2010-03-08T00:00:00,DAL @ MIN,W,48.0,32.0,13.0,31.0,50.0,8.0,12.0,20.0,60.0,1,1,1,1,145,13,1111,40,413,142,948,1961,2350,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900941,2010-03-08T00:00:00,ATL @ NYK,L,48.0,13.0,10.0,7.0,54.0,12.0,8.0,9.0,32.0,1,1231,1231,1231,145,1651,1696,2052,221,497,327,535,290,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900941,2010-03-08T00:00:00,NYK vs. ATL,W,48.0,12.0,8.0,9.0,32.0,13.0,10.0,7.0,54.0,1,1,1,1,145,1817,1988,1804,2041,645,595,334,2161,teamgamelogs,2009-10,Misc
2009-10,1610612760,OKC,Oklahoma City Thunder,0020900938,2010-03-07T00:00:00,OKC @ SAC,W,48.0,14.0,23.0,22.0,44.0,17.0,11.0,14.0,46.0,1,1,1,1,145,1478,91,284,870,1321,766,1253,1592,teamgamelogs,2009-10,Misc
2009-10,1610612757,POR,Portland Trail Blazers,0020900939,2010-03-07T00:00:00,POR @ DEN,L,48.0,19.0,17.0,14.0,26.0,17.0,11.0,23.0,42.0,1,1231,1231,1231,145,700,519,1062,2330,1321,766,2178,1165,teamgamelogs,2009-10,Misc
2009-10,1610612765,DET,Detroit Pistons,0020900936,2010-03-07T00:00:00,DET vs. HOU,W,53.0,14.0,17.0,24.0,46.0,16.0,11.0,8.0,50.0,1,1,1,1,19,1478,519,200,696,1148,766,410,1926,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900934,2010-03-07T00:00:00,TOR vs. PHI,L,48.0,16.0,13.0,22.0,54.0,17.0,16.0,30.0,56.0,1,1231,1231,1231,145,1141,1111,284,221,1321,1685,2390,2241,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900937,2010-03-07T00:00:00,WAS @ BOS,L,48.0,13.0,10.0,4.0,36.0,14.0,10.0,11.0,42.0,1,1231,1231,1231,145,1651,1696,2305,1694,811,595,816,1165,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900939,2010-03-07T00:00:00,DEN vs. POR,W,48.0,17.0,11.0,23.0,42.0,19.0,17.0,14.0,26.0,1,1,1,1,145,983,1514,238,1090,1624,1817,1253,68,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900934,2010-03-07T00:00:00,PHI @ TOR,W,48.0,17.0,16.0,30.0,56.0,16.0,13.0,22.0,54.0,1,1,1,1,145,983,645,55,162,1148,1150,2112,2161,teamgamelogs,2009-10,Misc
2009-10,1610612738,BOS,Boston Celtics,0020900937,2010-03-07T00:00:00,BOS vs. WAS,W,48.0,14.0,10.0,11.0,42.0,13.0,10.0,4.0,36.0,1,1,1,1,145,1478,1696,1509,1090,645,595,83,584,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900936,2010-03-07T00:00:00,HOU @ DET,L,53.0,16.0,11.0,8.0,50.0,14.0,17.0,24.0,46.0,1,1231,1231,1231,19,1141,1514,1927,413,811,1817,2224,1592,teamgamelogs,2009-10,Misc
2009-10,1610612753,ORL,Orlando Magic,0020900935,2010-03-07T00:00:00,ORL vs. LAL,W,48.0,7.0,19.0,2.0,34.0,20.0,19.0,4.0,32.0,1,1,1,1,145,2320,300,2411,1878,1762,2058,83,290,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900935,2010-03-07T00:00:00,LAL @ ORL,L,48.0,20.0,19.0,4.0,32.0,7.0,19.0,2.0,34.0,1,1231,1231,1231,145,562,300,2305,2041,95,2058,12,421,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900938,2010-03-07T00:00:00,SAC vs. OKC,L,48.0,17.0,11.0,14.0,46.0,14.0,23.0,22.0,44.0,1,1231,1231,1231,145,983,1514,1062,696,811,2337,2112,1372,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900925,2010-03-06T00:00:00,GSW @ CHA,L,48.0,23.0,10.0,17.0,22.0,13.0,26.0,15.0,56.0,1,1231,1231,1231,145,270,1696,679,2427,645,2411,1400,2241,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900932,2010-03-06T00:00:00,PHX vs. IND,W,48.0,16.0,24.0,11.0,42.0,22.0,32.0,13.0,34.0,1,1,1,1,145,1141,67,1509,1090,2021,2456,1118,421,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900930,2010-03-06T00:00:00,HOU @ MIN,W,48.0,23.0,11.0,7.0,32.0,14.0,18.0,24.0,52.0,1,1,1,1,145,270,1514,2052,2041,811,1943,2224,2049,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900927,2010-03-06T00:00:00,NYK vs. NJN,L,48.0,12.0,14.0,17.0,54.0,17.0,12.0,14.0,38.0,1,1231,1231,1231,145,1817,930,679,221,1321,948,1253,768,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900928,2010-03-06T00:00:00,DAL @ CHI,W,48.0,7.0,14.0,15.0,42.0,9.0,14.0,13.0,44.0,1,1,1,1,145,2320,930,939,1090,219,1351,1118,1372,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900926,2010-03-06T00:00:00,ATL @ MIA,L,48.0,8.0,6.0,11.0,26.0,10.0,17.0,18.0,36.0,1,1231,1231,1231,145,2243,2222,1509,2330,303,1817,1783,584,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900933,2010-03-06T00:00:00,UTA vs. LAC,W,48.0,28.0,14.0,18.0,54.0,7.0,17.0,10.0,36.0,1,1,1,1,145,69,930,594,221,95,1817,658,584,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900931,2010-03-06T00:00:00,MIL vs. CLE,W,48.0,16.0,9.0,18.0,38.0,14.0,12.0,5.0,30.0,1,1,1,1,145,1141,1867,594,1521,811,948,157,197,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900925,2010-03-06T00:00:00,CHA vs. GSW,W,48.0,13.0,26.0,15.0,56.0,23.0,10.0,17.0,22.0,1,1,1,1,145,1651,37,939,162,2113,595,1675,22,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900927,2010-03-06T00:00:00,NJN @ NYK,W,48.0,17.0,12.0,14.0,38.0,12.0,14.0,17.0,54.0,1,1,1,1,145,983,1312,1062,1521,497,1351,1675,2161,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900929,2010-03-06T00:00:00,SAS @ MEM,W,48.0,18.0,14.0,17.0,42.0,16.0,22.0,17.0,42.0,1,1,1,1,145,838,930,679,1090,1148,2285,1675,1165,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900928,2010-03-06T00:00:00,CHI vs. DAL,L,48.0,9.0,14.0,13.0,44.0,7.0,14.0,15.0,42.0,1,1231,1231,1231,145,2159,930,1209,870,95,1351,1400,1165,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900932,2010-03-06T00:00:00,IND @ PHX,L,48.0,22.0,32.0,13.0,34.0,16.0,24.0,11.0,42.0,1,1231,1231,1231,145,349,2,1209,1878,1148,2371,816,1165,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900929,2010-03-06T00:00:00,MEM vs. SAS,L,48.0,16.0,22.0,17.0,42.0,18.0,14.0,17.0,42.0,1,1231,1231,1231,145,1141,125,679,1090,1479,1351,1675,1165,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900926,2010-03-06T00:00:00,MIA vs. ATL,W,48.0,10.0,17.0,18.0,36.0,8.0,6.0,11.0,26.0,1,1,1,1,145,2069,519,594,1694,142,120,816,68,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900930,2010-03-06T00:00:00,MIN vs. HOU,L,48.0,14.0,18.0,24.0,52.0,23.0,11.0,7.0,32.0,1,1231,1231,1231,145,1478,404,200,301,2113,766,334,290,teamgamelogs,2009-10,Misc
2009-10,1610612746,LAC,Los Angeles Clippers,0020900933,2010-03-06T00:00:00,LAC @ UTA,L,48.0,7.0,17.0,10.0,36.0,28.0,14.0,18.0,54.0,1,1231,1231,1231,145,2320,519,1646,1694,2368,1351,1783,2161,teamgamelogs,2009-10,Misc
2009-10,1610612739,CLE,Cleveland Cavaliers,0020900931,2010-03-06T00:00:00,CLE @ MIL,L,48.0,14.0,12.0,5.0,30.0,16.0,9.0,18.0,38.0,1,1231,1231,1231,145,1478,1312,2252,2172,1148,474,1783,768,teamgamelogs,2009-10,Misc
2009-10,1610612740,NOH,New Orleans Hornets,0020900923,2010-03-05T00:00:00,NOH @ SAS,L,48.0,19.0,14.0,16.0,44.0,14.0,13.0,11.0,36.0,1,1231,1231,1231,145,700,930,787,870,811,1150,816,584,teamgamelogs,2009-10,Misc
2009-10,1610612746,LAC,Los Angeles Clippers,0020900924,2010-03-05T00:00:00,LAC vs. OKC,L,48.0,23.0,18.0,2.0,38.0,25.0,13.0,18.0,36.0,1,1231,1231,1231,145,270,404,2411,1521,2250,1150,1783,584,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900920,2010-03-05T00:00:00,NJN vs. ORL,L,48.0,21.0,7.0,14.0,40.0,9.0,11.0,15.0,30.0,1,1231,1231,1231,145,441,2135,1062,1297,219,766,1400,197,teamgamelogs,2009-10,Misc
2009-10,1610612765,DET,Detroit Pistons,0020900915,2010-03-05T00:00:00,DET @ CLE,L,48.0,7.0,11.0,11.0,32.0,16.0,16.0,12.0,48.0,1,1231,1231,1231,145,2320,1514,1509,2041,1148,1685,953,1766,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900922,2010-03-05T00:00:00,IND @ DEN,L,48.0,15.0,8.0,22.0,44.0,15.0,10.0,12.0,42.0,1,1231,1231,1231,145,1314,1988,284,870,984,595,953,1165,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900918,2010-03-05T00:00:00,MIL @ WAS,W,48.0,20.0,10.0,20.0,44.0,9.0,13.0,1.0,28.0,1,1,1,1,145,562,1696,417,870,219,1150,8,132,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900916,2010-03-05T00:00:00,PHI vs. BOS,L,48.0,14.0,8.0,14.0,44.0,16.0,18.0,4.0,46.0,1,1231,1231,1231,145,1478,1988,1062,870,1148,1943,83,1592,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900922,2010-03-05T00:00:00,DEN vs. IND,W,48.0,15.0,10.0,12.0,42.0,15.0,8.0,22.0,44.0,1,1,1,1,145,1314,1696,1344,1090,984,327,2112,1372,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900914,2010-03-05T00:00:00,LAL @ CHA,L,48.0,21.0,14.0,13.0,38.0,24.0,9.0,22.0,36.0,1,1231,1231,1231,145,441,930,1209,1521,2192,474,2112,584,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900914,2010-03-05T00:00:00,CHA vs. LAL,W,48.0,24.0,9.0,22.0,36.0,21.0,14.0,13.0,38.0,1,1,1,1,145,212,1867,284,1694,1900,1351,1118,768,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900919,2010-03-05T00:00:00,GSW @ ATL,L,48.0,18.0,21.0,31.0,38.0,15.0,27.0,9.0,52.0,1,1231,1231,1231,145,838,177,40,1521,984,2425,535,2049,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900917,2010-03-05T00:00:00,TOR vs. NYK,W,48.0,20.0,14.0,22.0,62.0,12.0,10.0,18.0,52.0,1,1,1,1,145,562,930,284,50,497,595,1783,2049,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900923,2010-03-05T00:00:00,SAS vs. NOH,W,48.0,14.0,13.0,11.0,36.0,19.0,14.0,16.0,44.0,1,1,1,1,145,1478,1111,1509,1694,1624,1351,1523,1372,teamgamelogs,2009-10,Misc
2009-10,1610612753,ORL,Orlando Magic,0020900920,2010-03-05T00:00:00,ORL @ NJN,W,48.0,9.0,11.0,15.0,30.0,21.0,7.0,14.0,40.0,1,1,1,1,145,2159,1514,939,2172,1900,240,1253,941,teamgamelogs,2009-10,Misc
2009-10,1610612739,CLE,Cleveland Cavaliers,0020900915,2010-03-05T00:00:00,CLE vs. DET,W,48.0,16.0,16.0,12.0,48.0,7.0,11.0,11.0,32.0,1,1,1,1,145,1141,645,1344,536,95,766,816,290,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900921,2010-03-05T00:00:00,DAL vs. SAC,W,48.0,24.0,14.0,26.0,42.0,10.0,16.0,8.0,44.0,1,1,1,1,145,212,930,144,1090,303,1685,410,1372,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900917,2010-03-05T00:00:00,NYK @ TOR,L,48.0,12.0,10.0,18.0,52.0,20.0,14.0,22.0,62.0,1,1231,1231,1231,145,1817,1696,594,301,1762,1351,2112,2391,teamgamelogs,2009-10,Misc
2009-10,1610612738,BOS,Boston Celtics,0020900916,2010-03-05T00:00:00,BOS @ PHI,W,48.0,16.0,18.0,4.0,46.0,14.0,8.0,14.0,44.0,1,1,1,1,145,1141,404,2305,696,811,327,1253,1372,teamgamelogs,2009-10,Misc
2009-10,1610612760,OKC,Oklahoma City Thunder,0020900924,2010-03-05T00:00:00,OKC @ LAC,W,48.0,25.0,13.0,18.0,36.0,23.0,18.0,2.0,38.0,1,1,1,1,145,159,1111,594,1694,2113,1943,12,768,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900919,2010-03-05T00:00:00,ATL vs. GSW,W,48.0,15.0,27.0,9.0,52.0,18.0,21.0,31.0,38.0,1,1,1,1,145,1314,21,1804,301,1479,2236,2407,768,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900918,2010-03-05T00:00:00,WAS vs. MIL,L,48.0,9.0,13.0,1.0,28.0,20.0,10.0,20.0,44.0,1,1231,1231,1231,145,2159,1111,2450,2265,1762,595,1961,1372,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900921,2010-03-05T00:00:00,SAC @ DAL,L,48.0,10.0,16.0,8.0,44.0,24.0,14.0,26.0,42.0,1,1231,1231,1231,145,2069,645,1927,870,2192,1351,2288,1165,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900913,2010-03-04T00:00:00,PHX vs. UTA,L,48.0,13.0,12.0,15.0,56.0,24.0,26.0,19.0,42.0,1,1231,1231,1231,145,1651,1312,939,162,2192,2411,1868,1165,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900911,2010-03-04T00:00:00,CHI vs. MEM,L,48.0,21.0,17.0,21.0,42.0,13.0,21.0,10.0,62.0,1,1231,1231,1231,145,441,519,350,1090,645,2236,658,2391,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900912,2010-03-04T00:00:00,MIA vs. LAL,W,53.0,24.0,6.0,11.0,26.0,19.0,17.0,7.0,44.0,1,1,1,1,19,212,2222,1509,2330,1624,1817,334,1372,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900911,2010-03-04T00:00:00,MEM @ CHI,W,48.0,13.0,21.0,10.0,62.0,21.0,17.0,21.0,42.0,1,1,1,1,145,1651,177,1646,50,1900,1817,2045,1165,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900912,2010-03-04T00:00:00,LAL @ MIA,L,53.0,19.0,17.0,7.0,44.0,24.0,6.0,11.0,26.0,1,1231,1231,1231,19,700,519,2052,870,2192,120,816,68,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900913,2010-03-04T00:00:00,UTA @ PHX,W,48.0,24.0,26.0,19.0,42.0,13.0,12.0,15.0,56.0,1,1,1,1,145,212,37,501,1090,645,948,1400,2241,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900899,2010-03-03T00:00:00,PHI @ ATL,L,48.0,20.0,6.0,27.0,38.0,23.0,15.0,18.0,56.0,1,1231,1231,1231,145,562,2222,112,1521,2113,1532,1783,2241,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900900,2010-03-03T00:00:00,GSW @ ORL,L,48.0,18.0,7.0,17.0,34.0,23.0,21.0,15.0,70.0,1,1231,1231,1231,145,838,2135,679,1878,2113,2236,1400,2447,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900907,2010-03-03T00:00:00,SAC @ HOU,W,48.0,16.0,25.0,6.0,34.0,14.0,9.0,3.0,40.0,1,1,1,1,145,1141,51,2128,1878,811,474,51,941,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900901,2010-03-03T00:00:00,CHA @ BOS,L,48.0,18.0,8.0,11.0,46.0,20.0,6.0,22.0,44.0,1,1231,1231,1231,145,838,1988,1509,696,1762,120,2112,1372,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900908,2010-03-03T00:00:00,DEN vs. OKC,W,48.0,31.0,23.0,16.0,50.0,12.0,17.0,10.0,18.0,1,1,1,1,145,27,91,787,413,497,1817,658,8,teamgamelogs,2009-10,Misc
