season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,endpoint,input_season,input_measure
2009-10,1610612765,DET,Detroit Pistons,0020900293,2009-12-06T00:00:00,DET vs. WAS,W,48.0,17.0,14.0,6.0,38.0,6.0,13.0,15.0,30.0,1,1,1,1,145,983,930,2128,1521,50,1150,1400,197,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900294,2009-12-06T00:00:00,MIA @ SAC,W,48.0,18.0,10.0,8.0,36.0,11.0,18.0,12.0,44.0,1,1,1,1,145,838,1696,1927,1694,393,1943,953,1372,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900291,2009-12-06T00:00:00,NJN @ NYK,L,48.0,9.0,5.0,11.0,46.0,15.0,18.0,7.0,50.0,1,1231,1231,1231,145,2159,2342,1509,696,984,1943,334,1926,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900293,2009-12-06T00:00:00,WAS @ DET,L,48.0,6.0,13.0,15.0,30.0,17.0,14.0,6.0,38.0,1,1231,1231,1231,145,2367,1111,939,2172,1321,1351,210,768,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900295,2009-12-06T00:00:00,LAL vs. PHX,W,48.0,18.0,15.0,13.0,40.0,12.0,8.0,12.0,36.0,1,1,1,1,145,838,777,1209,1297,497,327,953,584,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900295,2009-12-06T00:00:00,PHX @ LAL,L,48.0,12.0,8.0,12.0,36.0,18.0,15.0,13.0,40.0,1,1231,1231,1231,145,1817,1988,1344,1694,1479,1532,1118,941,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900294,2009-12-06T00:00:00,SAC vs. MIA,L,48.0,11.0,18.0,12.0,44.0,18.0,10.0,8.0,36.0,1,1231,1231,1231,145,1965,404,1344,870,1479,595,410,584,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900286,2009-12-05T00:00:00,ATL @ DAL,W,48.0,16.0,15.0,5.0,34.0,7.0,7.0,8.0,10.0,1,1,1,1,145,1141,777,2252,1878,95,240,410,1,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900290,2009-12-05T00:00:00,IND @ LAC,L,48.0,19.0,2.0,10.0,30.0,22.0,20.0,14.0,36.0,1,1231,1231,1231,145,700,2429,1646,2172,2021,2162,1253,584,teamgamelogs,2009-10,Misc
2009-10,1610612753,ORL,Orlando Magic,0020900289,2009-12-05T00:00:00,ORL @ GSW,W,48.0,20.0,7.0,13.0,40.0,15.0,7.0,25.0,30.0,1,1,1,1,145,562,2135,1209,1297,984,240,2262,197,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900289,2009-12-05T00:00:00,GSW vs. ORL,L,48.0,15.0,7.0,25.0,30.0,20.0,7.0,13.0,40.0,1,1231,1231,1231,145,1314,2135,174,2172,1762,240,1118,941,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900284,2009-12-05T00:00:00,MIN vs. UTA,W,48.0,25.0,13.0,21.0,58.0,22.0,12.0,14.0,52.0,1,1,1,1,145,159,1111,350,112,2021,948,1253,2049,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900286,2009-12-05T00:00:00,DAL vs. ATL,L,48.0,7.0,7.0,8.0,10.0,16.0,15.0,5.0,34.0,1,1231,1231,1231,145,2320,2135,1927,2460,1148,1532,157,421,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900283,2009-12-05T00:00:00,TOR @ CHI,W,48.0,23.0,19.0,13.0,32.0,11.0,14.0,10.0,34.0,1,1,1,1,145,270,300,1209,2041,393,1351,658,421,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900284,2009-12-05T00:00:00,UTA @ MIN,L,48.0,22.0,12.0,14.0,52.0,25.0,13.0,21.0,58.0,1,1231,1231,1231,145,349,1312,1062,301,2250,1150,2045,2300,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900288,2009-12-05T00:00:00,HOU @ POR,L,48.0,16.0,15.0,4.0,48.0,8.0,14.0,5.0,30.0,1,1231,1231,1231,145,1141,777,2305,536,142,1351,157,197,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900283,2009-12-05T00:00:00,CHI vs. TOR,L,48.0,11.0,14.0,10.0,34.0,23.0,19.0,13.0,32.0,1,1231,1231,1231,145,1965,930,1646,1878,2113,2058,1118,290,teamgamelogs,2009-10,Misc
2009-10,1610612757,POR,Portland Trail Blazers,0020900288,2009-12-05T00:00:00,POR vs. HOU,W,48.0,8.0,14.0,5.0,30.0,16.0,15.0,4.0,48.0,1,1,1,1,145,2243,930,2252,2172,1148,1532,83,1766,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900285,2009-12-05T00:00:00,SAS vs. DEN,L,48.0,20.0,8.0,14.0,44.0,23.0,12.0,11.0,36.0,1,1231,1231,1231,145,562,1988,1062,870,2113,948,816,584,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900282,2009-12-05T00:00:00,CHA vs. PHI,W,48.0,20.0,13.0,16.0,44.0,21.0,24.0,11.0,30.0,1,1,1,1,145,562,1111,787,870,1900,2371,816,197,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900285,2009-12-05T00:00:00,DEN @ SAS,W,48.0,23.0,12.0,11.0,36.0,20.0,8.0,14.0,44.0,1,1,1,1,145,270,1312,1509,1694,1762,327,1253,1372,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900282,2009-12-05T00:00:00,PHI @ CHA,L,48.0,21.0,24.0,11.0,30.0,20.0,13.0,16.0,44.0,1,1231,1231,1231,145,441,67,1509,2172,1762,1150,1523,1372,teamgamelogs,2009-10,Misc
2009-10,1610612746,LAC,Los Angeles Clippers,0020900290,2009-12-05T00:00:00,LAC vs. IND,W,48.0,22.0,20.0,14.0,36.0,19.0,2.0,10.0,30.0,1,1,1,1,145,349,226,1062,1694,1624,15,658,197,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900287,2009-12-05T00:00:00,PHX vs. SAC,W,48.0,11.0,23.0,6.0,36.0,7.0,24.0,9.0,44.0,1,1,1,1,145,1965,91,2128,1694,95,2371,535,1372,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900287,2009-12-05T00:00:00,SAC @ PHX,L,48.0,7.0,24.0,9.0,44.0,11.0,23.0,6.0,36.0,1,1231,1231,1231,145,2320,67,1804,870,393,2337,210,584,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900272,2009-12-04T00:00:00,WAS vs. TOR,L,53.0,21.0,12.0,22.0,18.0,9.0,15.0,16.0,38.0,1,1231,1231,1231,19,441,1312,284,2451,219,1532,1523,768,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900281,2009-12-04T00:00:00,MIA @ LAL,L,48.0,9.0,21.0,2.0,42.0,12.0,24.0,8.0,56.0,1,1231,1231,1231,145,2159,177,2411,1090,497,2371,410,2241,teamgamelogs,2009-10,Misc
2009-10,1610612760,OKC,Oklahoma City Thunder,0020900279,2009-12-04T00:00:00,OKC vs. BOS,L,48.0,20.0,8.0,4.0,34.0,23.0,19.0,9.0,48.0,1,1231,1231,1231,145,562,1988,2305,1878,2113,2058,535,1766,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900277,2009-12-04T00:00:00,NJN vs. CHA,W,48.0,18.0,11.0,19.0,42.0,7.0,11.0,16.0,34.0,1,1,1,1,145,838,1514,501,1090,95,766,1523,421,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900276,2009-12-04T00:00:00,MEM vs. DAL,W,48.0,19.0,13.0,17.0,40.0,15.0,19.0,17.0,36.0,1,1,1,1,145,700,1111,679,1297,984,2058,1675,584,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900273,2009-12-04T00:00:00,NYK @ ATL,W,48.0,4.0,11.0,11.0,60.0,14.0,13.0,19.0,64.0,1,1,1,1,145,2430,1514,1509,71,811,1150,1868,2412,teamgamelogs,2009-10,Misc
2009-10,1610612738,BOS,Boston Celtics,0020900279,2009-12-04T00:00:00,BOS @ OKC,W,48.0,23.0,19.0,9.0,48.0,20.0,8.0,4.0,34.0,1,1,1,1,145,270,300,1804,536,1762,327,83,421,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900281,2009-12-04T00:00:00,LAL vs. MIA,W,48.0,12.0,24.0,8.0,56.0,9.0,21.0,2.0,42.0,1,1,1,1,145,1817,67,1927,162,219,2236,12,1165,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900273,2009-12-04T00:00:00,ATL vs. NYK,L,48.0,14.0,13.0,19.0,64.0,4.0,11.0,11.0,60.0,1,1231,1231,1231,145,1478,1111,501,37,15,766,816,2350,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900272,2009-12-04T00:00:00,TOR @ WAS,W,53.0,9.0,15.0,16.0,38.0,21.0,12.0,22.0,18.0,1,1,1,1,19,2159,777,787,1521,1900,948,2112,8,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900275,2009-12-04T00:00:00,MIL @ DET,L,48.0,24.0,7.0,8.0,20.0,17.0,5.0,18.0,46.0,1,1231,1231,1231,145,212,2135,1927,2440,1321,84,1783,1592,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900280,2009-12-04T00:00:00,UTA vs. IND,W,48.0,13.0,14.0,10.0,38.0,17.0,1.0,16.0,32.0,1,1,1,1,145,1651,930,1646,1521,1321,12,1523,290,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900280,2009-12-04T00:00:00,IND @ UTA,L,48.0,17.0,1.0,16.0,32.0,13.0,14.0,10.0,38.0,1,1231,1231,1231,145,983,2447,787,2041,645,1351,658,768,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900278,2009-12-04T00:00:00,MIN @ NOH,L,48.0,16.0,20.0,12.0,40.0,13.0,8.0,13.0,44.0,1,1231,1231,1231,145,1141,226,1344,1297,645,327,1118,1372,teamgamelogs,2009-10,Misc
2009-10,1610612765,DET,Detroit Pistons,0020900275,2009-12-04T00:00:00,DET vs. MIL,W,48.0,17.0,5.0,18.0,46.0,24.0,7.0,8.0,20.0,1,1,1,1,145,983,2342,594,696,2192,240,410,11,teamgamelogs,2009-10,Misc
2009-10,1610612740,NOH,New Orleans Hornets,0020900278,2009-12-04T00:00:00,NOH vs. MIN,W,48.0,13.0,8.0,13.0,44.0,16.0,20.0,12.0,40.0,1,1,1,1,145,1651,1988,1209,870,1148,2162,953,941,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900276,2009-12-04T00:00:00,DAL @ MEM,L,48.0,15.0,19.0,17.0,36.0,19.0,13.0,17.0,40.0,1,1231,1231,1231,145,1314,300,679,1694,1624,1150,1675,941,teamgamelogs,2009-10,Misc
2009-10,1610612739,CLE,Cleveland Cavaliers,0020900274,2009-12-04T00:00:00,CLE vs. CHI,W,48.0,15.0,24.0,10.0,46.0,13.0,10.0,12.0,20.0,1,1,1,1,145,1314,67,1646,696,645,595,953,11,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900274,2009-12-04T00:00:00,CHI @ CLE,L,48.0,13.0,10.0,12.0,20.0,15.0,24.0,10.0,46.0,1,1231,1231,1231,145,1651,1696,1344,2440,984,2371,658,1592,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900277,2009-12-04T00:00:00,CHA @ NJN,L,48.0,7.0,11.0,16.0,34.0,18.0,11.0,19.0,42.0,1,1231,1231,1231,145,2320,1514,787,1878,1479,766,1868,1165,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900271,2009-12-03T00:00:00,HOU @ GSW,W,48.0,25.0,14.0,27.0,58.0,28.0,15.0,22.0,38.0,1,1,1,1,145,159,930,112,112,2368,1532,2112,768,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900270,2009-12-03T00:00:00,MIA @ DEN,L,48.0,11.0,13.0,11.0,34.0,22.0,18.0,6.0,40.0,1,1231,1231,1231,145,1965,1111,1509,1878,2021,1943,210,941,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900270,2009-12-03T00:00:00,DEN vs. MIA,W,48.0,22.0,18.0,6.0,40.0,11.0,13.0,11.0,34.0,1,1,1,1,145,349,404,2128,1297,393,1150,816,421,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900271,2009-12-03T00:00:00,GSW vs. HOU,L,48.0,28.0,15.0,22.0,38.0,25.0,14.0,27.0,58.0,1,1231,1231,1231,145,69,777,284,1521,2250,1351,2318,2300,teamgamelogs,2009-10,Misc
2009-10,1610612738,BOS,Boston Celtics,0020900269,2009-12-03T00:00:00,BOS @ SAS,W,48.0,19.0,11.0,12.0,36.0,8.0,17.0,12.0,52.0,1,1,1,1,145,700,1514,1344,1694,142,1817,953,2049,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900269,2009-12-03T00:00:00,SAS vs. BOS,L,48.0,8.0,17.0,12.0,52.0,19.0,11.0,12.0,36.0,1,1231,1231,1231,145,2243,519,1344,301,1624,766,953,584,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900259,2009-12-02T00:00:00,TOR @ ATL,L,48.0,8.0,16.0,24.0,46.0,12.0,12.0,26.0,62.0,1,1231,1231,1231,145,2243,645,200,696,497,948,2288,2391,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900260,2009-12-02T00:00:00,PHX @ CLE,L,48.0,7.0,10.0,22.0,32.0,19.0,15.0,8.0,50.0,1,1231,1231,1231,145,2320,1696,284,2041,1624,1532,410,1926,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900263,2009-12-02T00:00:00,DAL @ NJN,W,48.0,21.0,12.0,26.0,50.0,29.0,12.0,14.0,40.0,1,1,1,1,145,441,1312,144,413,2393,948,1253,941,teamgamelogs,2009-10,Misc
2009-10,1610612746,LAC,Los Angeles Clippers,0020900268,2009-12-02T00:00:00,LAC vs. HOU,L,48.0,14.0,10.0,14.0,40.0,14.0,15.0,14.0,34.0,1,1231,1231,1231,145,1478,1696,1062,1297,811,1532,1253,421,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900261,2009-12-02T00:00:00,NYK @ ORL,L,48.0,26.0,18.0,8.0,34.0,23.0,23.0,22.0,50.0,1,1231,1231,1231,145,126,404,1927,1878,2113,2337,2112,1926,teamgamelogs,2009-10,Misc
2009-10,1610612753,ORL,Orlando Magic,0020900261,2009-12-02T00:00:00,ORL vs. NYK,W,48.0,23.0,23.0,22.0,50.0,26.0,18.0,8.0,34.0,1,1,1,1,145,270,91,284,413,2303,1943,410,421,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900267,2009-12-02T00:00:00,SAC vs. IND,W,48.0,23.0,10.0,13.0,34.0,13.0,26.0,16.0,44.0,1,1,1,1,145,270,1696,1209,1878,645,2411,1523,1372,teamgamelogs,2009-10,Misc
2009-10,1610612765,DET,Detroit Pistons,0020900264,2009-12-02T00:00:00,DET @ CHI,L,48.0,20.0,23.0,13.0,36.0,21.0,15.0,14.0,42.0,1,1231,1231,1231,145,562,91,1209,1694,1900,1532,1253,1165,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900259,2009-12-02T00:00:00,ATL vs. TOR,W,48.0,12.0,12.0,26.0,62.0,8.0,16.0,24.0,46.0,1,1,1,1,145,1817,1312,144,50,142,1685,2224,1592,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900265,2009-12-02T00:00:00,MEM @ MIN,W,48.0,20.0,10.0,17.0,40.0,11.0,10.0,17.0,42.0,1,1,1,1,145,562,1696,679,1297,393,595,1675,1165,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900266,2009-12-02T00:00:00,PHI @ OKC,L,48.0,13.0,11.0,20.0,36.0,23.0,22.0,10.0,48.0,1,1231,1231,1231,145,1651,1514,417,1694,2113,2285,658,1766,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900267,2009-12-02T00:00:00,IND @ SAC,L,48.0,13.0,26.0,16.0,44.0,23.0,10.0,13.0,34.0,1,1231,1231,1231,145,1651,37,787,870,2113,595,1118,421,teamgamelogs,2009-10,Misc
2009-10,1610612739,CLE,Cleveland Cavaliers,0020900260,2009-12-02T00:00:00,CLE vs. PHX,W,48.0,19.0,15.0,8.0,50.0,7.0,10.0,22.0,32.0,1,1,1,1,145,700,777,1927,413,95,595,2112,290,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900268,2009-12-02T00:00:00,HOU @ LAC,W,48.0,14.0,15.0,14.0,34.0,14.0,10.0,14.0,40.0,1,1,1,1,145,1478,777,1062,1878,811,595,1253,941,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900265,2009-12-02T00:00:00,MIN vs. MEM,L,48.0,11.0,10.0,17.0,42.0,20.0,10.0,17.0,40.0,1,1231,1231,1231,145,1965,1696,679,1090,1762,595,1675,941,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900264,2009-12-02T00:00:00,CHI vs. DET,W,48.0,21.0,15.0,14.0,42.0,20.0,23.0,13.0,36.0,1,1,1,1,145,441,777,1062,1090,1762,2337,1118,584,teamgamelogs,2009-10,Misc
2009-10,1610612760,OKC,Oklahoma City Thunder,0020900266,2009-12-02T00:00:00,OKC vs. PHI,W,48.0,23.0,22.0,10.0,48.0,13.0,11.0,20.0,36.0,1,1,1,1,145,270,125,1646,536,645,766,1961,584,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900262,2009-12-02T00:00:00,WAS vs. MIL,W,48.0,11.0,3.0,25.0,38.0,18.0,13.0,10.0,34.0,1,1,1,1,145,1965,2417,174,1521,1479,1150,658,421,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900263,2009-12-02T00:00:00,NJN vs. DAL,L,48.0,29.0,12.0,14.0,40.0,21.0,12.0,26.0,50.0,1,1231,1231,1231,145,50,1312,1062,1297,1900,948,2288,1926,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900262,2009-12-02T00:00:00,MIL @ WAS,L,48.0,18.0,13.0,10.0,34.0,11.0,3.0,25.0,38.0,1,1231,1231,1231,145,838,1111,1646,1878,393,33,2262,768,teamgamelogs,2009-10,Misc
2009-10,1610612740,NOH,New Orleans Hornets,0020900258,2009-12-01T00:00:00,NOH @ LAL,L,48.0,19.0,13.0,8.0,50.0,17.0,9.0,6.0,48.0,1,1231,1231,1231,145,700,1111,1927,413,1321,474,210,1766,teamgamelogs,2009-10,Misc
2009-10,1610612738,BOS,Boston Celtics,0020900253,2009-12-01T00:00:00,BOS @ CHA,W,48.0,12.0,9.0,8.0,38.0,19.0,15.0,11.0,42.0,1,1,1,1,145,1817,1867,1927,1521,1624,1532,816,1165,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900255,2009-12-01T00:00:00,PHX @ NYK,L,48.0,10.0,17.0,6.0,46.0,25.0,25.0,12.0,50.0,1,1231,1231,1231,145,2069,519,2128,696,2250,2395,953,1926,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900258,2009-12-01T00:00:00,LAL vs. NOH,W,48.0,17.0,9.0,6.0,48.0,19.0,13.0,8.0,50.0,1,1,1,1,145,983,1867,2128,536,1624,1150,410,1926,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900257,2009-12-01T00:00:00,MIA @ POR,W,48.0,13.0,10.0,3.0,36.0,12.0,22.0,11.0,34.0,1,1,1,1,145,1651,1696,2379,1694,497,2285,816,421,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900253,2009-12-01T00:00:00,CHA vs. BOS,L,48.0,19.0,15.0,11.0,42.0,12.0,9.0,8.0,38.0,1,1231,1231,1231,145,700,777,1509,1090,497,474,410,768,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900256,2009-12-01T00:00:00,GSW @ DEN,L,48.0,22.0,16.0,9.0,48.0,20.0,25.0,21.0,62.0,1,1231,1231,1231,145,349,645,1804,536,1762,2395,2045,2391,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900256,2009-12-01T00:00:00,DEN vs. GSW,W,48.0,20.0,25.0,21.0,62.0,22.0,16.0,9.0,48.0,1,1,1,1,145,562,51,350,50,2021,1685,535,1766,teamgamelogs,2009-10,Misc
2009-10,1610612757,POR,Portland Trail Blazers,0020900257,2009-12-01T00:00:00,POR vs. MIA,L,48.0,12.0,22.0,11.0,34.0,13.0,10.0,3.0,36.0,1,1231,1231,1231,145,1817,125,1509,1878,645,595,51,584,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900254,2009-12-01T00:00:00,TOR vs. WAS,L,48.0,16.0,13.0,4.0,40.0,22.0,16.0,13.0,40.0,1,1231,1231,1231,145,1141,1111,2305,1297,2021,1685,1118,941,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900255,2009-12-01T00:00:00,NYK vs. PHX,W,48.0,25.0,25.0,12.0,50.0,10.0,17.0,6.0,46.0,1,1,1,1,145,159,51,1344,413,303,1817,210,1592,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900254,2009-12-01T00:00:00,WAS @ TOR,W,48.0,22.0,16.0,13.0,40.0,16.0,13.0,4.0,40.0,1,1,1,1,145,349,645,1209,1297,1148,1150,83,941,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900250,2009-11-30T00:00:00,DAL vs. PHI,W,48.0,16.0,10.0,11.0,30.0,8.0,32.0,27.0,46.0,1,1,1,1,145,1141,1696,1509,2172,142,2456,2318,1592,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900249,2009-11-30T00:00:00,MIL vs. CHI,W,48.0,16.0,22.0,5.0,40.0,15.0,18.0,13.0,44.0,1,1,1,1,145,1141,125,2252,1297,984,1943,1118,1372,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900251,2009-11-30T00:00:00,UTA vs. MEM,W,48.0,24.0,10.0,19.0,56.0,12.0,9.0,10.0,44.0,1,1,1,1,145,212,1696,501,162,497,474,658,1372,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900249,2009-11-30T00:00:00,CHI @ MIL,L,48.0,15.0,18.0,13.0,44.0,16.0,22.0,5.0,40.0,1,1231,1231,1231,145,1314,404,1209,870,1148,2285,157,941,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900251,2009-11-30T00:00:00,MEM @ UTA,L,48.0,12.0,9.0,10.0,44.0,24.0,10.0,19.0,56.0,1,1231,1231,1231,145,1817,1867,1646,870,2192,595,1868,2241,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900252,2009-11-30T00:00:00,GSW vs. IND,W,48.0,26.0,11.0,27.0,48.0,19.0,21.0,29.0,58.0,1,1,1,1,145,126,1514,112,536,1624,2236,2373,2300,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900250,2009-11-30T00:00:00,PHI @ DAL,L,48.0,8.0,32.0,27.0,46.0,16.0,10.0,11.0,30.0,1,1231,1231,1231,145,2243,2,112,696,1148,595,816,197,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900252,2009-11-30T00:00:00,IND @ GSW,L,48.0,19.0,21.0,29.0,58.0,26.0,11.0,27.0,48.0,1,1231,1231,1231,145,700,177,72,112,2303,766,2318,1766,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900241,2009-11-29T00:00:00,TOR vs. PHX,L,48.0,21.0,15.0,6.0,52.0,13.0,15.0,16.0,36.0,1,1231,1231,1231,145,441,777,2128,301,645,1532,1523,584,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900248,2009-11-29T00:00:00,NJN @ LAL,L,48.0,19.0,13.0,5.0,44.0,21.0,15.0,16.0,34.0,1,1231,1231,1231,145,700,1111,2252,870,1900,1532,1523,421,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900243,2009-11-29T00:00:00,NYK vs. ORL,L,48.0,14.0,0.0,5.0,36.0,7.0,18.0,9.0,40.0,1,1231,1231,1231,145,1478,2450,2252,1694,95,1943,535,941,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900241,2009-11-29T00:00:00,PHX @ TOR,W,48.0,13.0,15.0,16.0,36.0,21.0,15.0,6.0,52.0,1,1,1,1,145,1651,777,787,1694,1900,1532,210,2049,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900247,2009-11-29T00:00:00,SAC vs. NOH,W,48.0,20.0,11.0,8.0,50.0,19.0,12.0,13.0,46.0,1,1,1,1,145,562,1514,1927,413,1624,948,1118,1592,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900240,2009-11-29T00:00:00,MEM @ LAC,L,48.0,19.0,8.0,12.0,40.0,21.0,25.0,22.0,54.0,1,1231,1231,1231,145,700,1988,1344,1297,1900,2395,2112,2161,teamgamelogs,2009-10,Misc
2009-10,1610612746,LAC,Los Angeles Clippers,0020900240,2009-11-29T00:00:00,LAC vs. MEM,W,48.0,21.0,25.0,22.0,54.0,19.0,8.0,12.0,40.0,1,1,1,1,145,441,51,284,221,1624,327,953,941,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900246,2009-11-29T00:00:00,MIN @ DEN,W,48.0,22.0,6.0,15.0,44.0,9.0,12.0,19.0,40.0,1,1,1,1,145,349,2222,939,870,219,948,1868,941,teamgamelogs,2009-10,Misc
