season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,endpoint,input_season,input_measure
2022-23,1610612756,PHX,Phoenix Suns,0022200550,2023-01-02T00:00:00,PHX @ NYK,L,48.0,11.0,17.0,0.0,28.0,6.0,9.0,2.0,36.0,1,741,741,741,99,1218,374,1474,1453,26,291,9,115,teamgamelogs,2022-23,Misc
2022-23,1610612738,BOS,Boston Celtics,0022200549,2023-01-01T00:00:00,BOS @ DEN,L,48.0,20.0,15.0,12.0,60.0,16.0,3.0,11.0,46.0,1,741,741,741,99,426,556,819,221,604,14,472,467,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200547,2023-01-01T00:00:00,SAC @ MEM,L,48.0,7.0,11.0,17.0,44.0,24.0,15.0,18.0,64.0,1,741,741,741,99,1412,900,393,1015,1252,847,1089,1314,teamgamelogs,2022-23,Misc
2022-23,1610612743,DEN,Denver Nuggets,0022200549,2023-01-01T00:00:00,DEN vs. BOS,W,48.0,16.0,3.0,11.0,46.0,20.0,15.0,12.0,60.0,1,1,1,1,99,789,1456,918,905,976,847,564,1193,teamgamelogs,2022-23,Misc
2022-23,1610612749,MIL,Milwaukee Bucks,0022200548,2023-01-01T00:00:00,MIL vs. WAS,L,48.0,18.0,20.0,8.0,26.0,17.0,17.0,22.0,72.0,1,741,741,741,99,586,191,1175,1466,693,1018,1309,1447,teamgamelogs,2022-23,Misc
2022-23,1610612763,MEM,Memphis Grizzlies,0022200547,2023-01-01T00:00:00,MEM vs. SAC,W,48.0,24.0,15.0,18.0,64.0,7.0,11.0,17.0,44.0,1,1,1,1,99,188,556,328,114,46,464,1014,383,teamgamelogs,2022-23,Misc
2022-23,1610612764,WAS,Washington Wizards,0022200548,2023-01-01T00:00:00,WAS @ MIL,W,48.0,17.0,17.0,22.0,72.0,18.0,20.0,8.0,26.0,1,1,1,1,99,693,374,142,16,789,1241,234,9,teamgamelogs,2022-23,Misc
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200544,2022-12-31T00:00:00,MIN vs. DET,L,48.0,13.0,6.0,11.0,42.0,17.0,22.0,24.0,56.0,1,741,741,741,99,1050,1330,918,1099,693,1333,1362,1028,teamgamelogs,2022-23,Misc
2022-23,1610612741,CHI,Chicago Bulls,0022200540,2022-12-31T00:00:00,CHI vs. CLE,L,48.0,20.0,2.0,21.0,54.0,16.0,25.0,10.0,44.0,1,741,741,741,99,426,1468,173,454,604,1415,390,383,teamgamelogs,2022-23,Misc
2022-23,1610612745,HOU,Houston Rockets,0022200541,2022-12-31T00:00:00,HOU vs. NYK,L,48.0,9.0,11.0,6.0,28.0,37.0,21.0,9.0,36.0,1,741,741,741,99,1335,900,1301,1453,1477,1291,307,115,teamgamelogs,2022-23,Misc
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200540,2022-12-31T00:00:00,CLE @ CHI,W,48.0,16.0,25.0,10.0,44.0,20.0,2.0,21.0,54.0,1,1,1,1,99,789,47,1010,1015,976,7,1256,909,teamgamelogs,2022-23,Misc
2022-23,1610612759,SAS,San Antonio Spurs,0022200542,2022-12-31T00:00:00,SAS vs. DAL,L,48.0,4.0,32.0,14.0,64.0,19.0,10.0,4.0,50.0,1,741,741,741,99,1464,7,633,114,896,378,38,688,teamgamelogs,2022-23,Misc
2022-23,1610612746,LAC,LA Clippers,0022200538,2022-12-31T00:00:00,LAC @ IND,L,48.0,16.0,8.0,16.0,40.0,15.0,11.0,15.0,58.0,1,741,741,741,99,789,1191,468,1188,521,464,849,1119,teamgamelogs,2022-23,Misc
2022-23,1610612763,MEM,Memphis Grizzlies,0022200543,2022-12-31T00:00:00,MEM vs. NOP,W,48.0,23.0,17.0,26.0,74.0,25.0,18.0,13.0,44.0,1,1,1,1,99,230,374,49,8,1294,1108,663,383,teamgamelogs,2022-23,Misc
2022-23,1610612752,NYK,New York Knicks,0022200541,2022-12-31T00:00:00,NYK @ HOU,W,48.0,37.0,21.0,9.0,36.0,9.0,11.0,6.0,28.0,1,1,1,1,99,3,149,1092,1329,101,464,113,16,teamgamelogs,2022-23,Misc
2022-23,1610612765,DET,Detroit Pistons,0022200544,2022-12-31T00:00:00,DET @ MIN,W,48.0,17.0,22.0,24.0,56.0,13.0,6.0,11.0,42.0,1,1,1,1,99,693,104,87,363,345,96,472,294,teamgamelogs,2022-23,Misc
2022-23,1610612754,IND,Indiana Pacers,0022200538,2022-12-31T00:00:00,IND vs. LAC,W,48.0,15.0,11.0,15.0,58.0,16.0,8.0,16.0,40.0,1,1,1,1,99,878,900,557,289,604,202,925,214,teamgamelogs,2022-23,Misc
2022-23,1610612766,CHA,Charlotte Hornets,0022200539,2022-12-31T00:00:00,CHA vs. BKN,L,48.0,21.0,19.0,11.0,52.0,12.0,4.0,18.0,58.0,1,741,741,741,99,344,241,918,573,264,26,1089,1119,teamgamelogs,2022-23,Misc
2022-23,1610612748,MIA,Miami Heat,0022200546,2022-12-31T00:00:00,MIA @ UTA,W,48.0,25.0,15.0,13.0,54.0,15.0,22.0,6.0,32.0,1,1,1,1,99,146,556,725,454,521,1333,113,43,teamgamelogs,2022-23,Misc
2022-23,1610612755,PHI,Philadelphia 76ers,0022200545,2022-12-31T00:00:00,PHI @ OKC,W,48.0,17.0,13.0,12.0,66.0,12.0,17.0,7.0,42.0,1,1,1,1,99,693,732,819,80,264,1018,181,294,teamgamelogs,2022-23,Misc
2022-23,1610612742,DAL,Dallas Mavericks,0022200542,2022-12-31T00:00:00,DAL @ SAS,W,48.0,19.0,10.0,4.0,50.0,4.0,32.0,14.0,64.0,1,1,1,1,99,506,1018,1400,684,6,1472,757,1314,teamgamelogs,2022-23,Misc
2022-23,1610612760,OKC,Oklahoma City Thunder,0022200545,2022-12-31T00:00:00,OKC vs. PHI,L,48.0,12.0,17.0,7.0,42.0,17.0,13.0,12.0,66.0,1,741,741,741,99,1137,374,1248,1099,693,672,564,1368,teamgamelogs,2022-23,Misc
2022-23,1610612762,UTA,Utah Jazz,0022200546,2022-12-31T00:00:00,UTA vs. MIA,L,48.0,15.0,22.0,6.0,32.0,25.0,15.0,13.0,54.0,1,741,741,741,99,878,104,1301,1414,1294,847,663,909,teamgamelogs,2022-23,Misc
2022-23,1610612740,NOP,New Orleans Pelicans,0022200543,2022-12-31T00:00:00,NOP @ MEM,L,48.0,25.0,18.0,13.0,44.0,23.0,17.0,26.0,74.0,1,741,741,741,99,146,302,725,1015,1197,1018,1411,1466,teamgamelogs,2022-23,Misc
2022-23,1610612751,BKN,Brooklyn Nets,0022200539,2022-12-31T00:00:00,BKN @ CHA,W,48.0,12.0,4.0,18.0,58.0,21.0,19.0,11.0,52.0,1,1,1,1,99,1137,1410,328,289,1056,1180,472,798,teamgamelogs,2022-23,Misc
2022-23,1610612762,UTA,Utah Jazz,0022200537,2022-12-30T00:00:00,UTA @ SAC,L,48.0,19.0,12.0,8.0,70.0,18.0,16.0,13.0,68.0,1,741,741,741,99,506,810,1175,35,789,926,663,1402,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200537,2022-12-30T00:00:00,SAC vs. UTA,W,48.0,18.0,16.0,13.0,68.0,19.0,12.0,8.0,70.0,1,1,1,1,99,586,464,725,58,896,582,234,1424,teamgamelogs,2022-23,Misc
2022-23,1610612761,TOR,Toronto Raptors,0022200531,2022-12-30T00:00:00,TOR vs. PHX,W,48.0,34.0,10.0,16.0,48.0,7.0,9.0,17.0,34.0,1,1,1,1,99,12,1018,468,794,46,291,1014,68,teamgamelogs,2022-23,Misc
2022-23,1610612753,ORL,Orlando Magic,0022200529,2022-12-30T00:00:00,ORL vs. WAS,L,48.0,21.0,12.0,14.0,62.0,7.0,5.0,17.0,46.0,1,741,741,741,99,344,810,633,168,46,72,1014,467,teamgamelogs,2022-23,Misc
2022-23,1610612755,PHI,Philadelphia 76ers,0022200534,2022-12-30T00:00:00,PHI @ NOP,L,48.0,19.0,6.0,8.0,44.0,30.0,14.0,30.0,52.0,1,741,741,741,99,506,1330,1175,1015,1427,750,1461,798,teamgamelogs,2022-23,Misc
2022-23,1610612749,MIL,Milwaukee Bucks,0022200533,2022-12-30T00:00:00,MIL vs. MIN,W,48.0,9.0,26.0,15.0,50.0,18.0,15.0,20.0,60.0,1,1,1,1,99,1335,33,557,684,789,847,1212,1193,teamgamelogs,2022-23,Misc
2022-23,1610612757,POR,Portland Trail Blazers,0022200536,2022-12-30T00:00:00,POR @ GSW,L,48.0,14.0,19.0,10.0,48.0,20.0,7.0,16.0,46.0,1,741,741,741,99,961,241,1010,794,976,152,925,467,teamgamelogs,2022-23,Misc
2022-23,1610612764,WAS,Washington Wizards,0022200529,2022-12-30T00:00:00,WAS @ ORL,W,48.0,7.0,5.0,17.0,46.0,21.0,12.0,14.0,62.0,1,1,1,1,99,1412,1386,393,905,1056,582,757,1261,teamgamelogs,2022-23,Misc
2022-23,1610612740,NOP,New Orleans Pelicans,0022200534,2022-12-30T00:00:00,NOP vs. PHI,W,48.0,30.0,14.0,30.0,52.0,19.0,6.0,8.0,44.0,1,1,1,1,99,46,635,15,573,896,96,234,383,teamgamelogs,2022-23,Misc
2022-23,1610612747,LAL,Los Angeles Lakers,0022200530,2022-12-30T00:00:00,LAL @ ATL,W,48.0,8.0,16.0,23.0,74.0,13.0,18.0,5.0,56.0,1,1,1,1,99,1381,464,120,8,345,1108,82,1028,teamgamelogs,2022-23,Misc
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200533,2022-12-30T00:00:00,MIN @ MIL,L,48.0,18.0,15.0,20.0,60.0,9.0,26.0,15.0,50.0,1,741,741,741,99,586,556,226,221,101,1435,849,688,teamgamelogs,2022-23,Misc
2022-23,1610612743,DEN,Denver Nuggets,0022200535,2022-12-30T00:00:00,DEN vs. MIA,W,48.0,15.0,4.0,14.0,48.0,19.0,12.0,15.0,42.0,1,1,1,1,99,878,1410,633,794,896,582,849,294,teamgamelogs,2022-23,Misc
2022-23,1610612737,ATL,Atlanta Hawks,0022200530,2022-12-30T00:00:00,ATL vs. LAL,L,48.0,13.0,18.0,5.0,56.0,8.0,16.0,23.0,74.0,1,741,741,741,99,1050,302,1369,363,70,926,1340,1466,teamgamelogs,2022-23,Misc
2022-23,1610612756,PHX,Phoenix Suns,0022200531,2022-12-30T00:00:00,PHX @ TOR,L,48.0,7.0,9.0,17.0,34.0,34.0,10.0,16.0,48.0,1,741,741,741,99,1412,1104,393,1367,1467,378,925,577,teamgamelogs,2022-23,Misc
2022-23,1610612741,CHI,Chicago Bulls,0022200532,2022-12-30T00:00:00,CHI vs. DET,W,48.0,24.0,16.0,18.0,66.0,20.0,22.0,4.0,38.0,1,1,1,1,99,188,464,328,80,976,1333,38,153,teamgamelogs,2022-23,Misc
2022-23,1610612744,GSW,Golden State Warriors,0022200536,2022-12-30T00:00:00,GSW vs. POR,W,48.0,20.0,7.0,16.0,46.0,14.0,19.0,10.0,48.0,1,1,1,1,99,426,1280,468,905,432,1180,390,577,teamgamelogs,2022-23,Misc
2022-23,1610612765,DET,Detroit Pistons,0022200532,2022-12-30T00:00:00,DET @ CHI,L,48.0,20.0,22.0,4.0,38.0,24.0,16.0,18.0,66.0,1,741,741,741,99,426,104,1400,1268,1252,926,1089,1368,teamgamelogs,2022-23,Misc
2022-23,1610612748,MIA,Miami Heat,0022200535,2022-12-30T00:00:00,MIA @ DEN,L,48.0,19.0,12.0,15.0,42.0,15.0,4.0,14.0,48.0,1,741,741,741,99,506,810,557,1099,521,26,757,577,teamgamelogs,2022-23,Misc
2022-23,1610612763,MEM,Memphis Grizzlies,0022200526,2022-12-29T00:00:00,MEM @ TOR,W,48.0,8.0,15.0,21.0,70.0,14.0,23.0,18.0,50.0,1,1,1,1,99,1381,556,173,35,432,1378,1089,688,teamgamelogs,2022-23,Misc
2022-23,1610612752,NYK,New York Knicks,0022200527,2022-12-29T00:00:00,NYK @ SAS,L,48.0,9.0,21.0,7.0,42.0,15.0,22.0,8.0,62.0,1,741,741,741,99,1335,149,1248,1099,521,1333,234,1261,teamgamelogs,2022-23,Misc
2022-23,1610612760,OKC,Oklahoma City Thunder,0022200523,2022-12-29T00:00:00,OKC @ CHA,L,48.0,22.0,18.0,6.0,56.0,13.0,10.0,15.0,66.0,1,741,741,741,99,285,302,1301,363,345,378,849,1368,teamgamelogs,2022-23,Misc
2022-23,1610612745,HOU,Houston Rockets,0022200528,2022-12-29T00:00:00,HOU @ DAL,L,48.0,9.0,25.0,5.0,46.0,11.0,7.0,25.0,54.0,1,741,741,741,99,1335,47,1369,905,206,152,1395,909,teamgamelogs,2022-23,Misc
2022-23,1610612738,BOS,Boston Celtics,0022200525,2022-12-29T00:00:00,BOS vs. LAC,W,48.0,12.0,13.0,17.0,54.0,18.0,7.0,11.0,42.0,1,1,1,1,99,1137,732,393,454,789,152,472,294,teamgamelogs,2022-23,Misc
2022-23,1610612746,LAC,LA Clippers,0022200525,2022-12-29T00:00:00,LAC @ BOS,L,48.0,18.0,7.0,11.0,42.0,12.0,13.0,17.0,54.0,1,741,741,741,99,586,1280,918,1099,264,672,1014,909,teamgamelogs,2022-23,Misc
2022-23,1610612761,TOR,Toronto Raptors,0022200526,2022-12-29T00:00:00,TOR vs. MEM,L,48.0,14.0,23.0,18.0,50.0,8.0,15.0,21.0,70.0,1,741,741,741,99,961,85,328,684,70,847,1256,1424,teamgamelogs,2022-23,Misc
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200524,2022-12-29T00:00:00,CLE @ IND,L,48.0,17.0,25.0,21.0,72.0,15.0,10.0,20.0,48.0,1,741,741,741,99,693,47,173,16,521,378,1212,577,teamgamelogs,2022-23,Misc
2022-23,1610612766,CHA,Charlotte Hornets,0022200523,2022-12-29T00:00:00,CHA vs. OKC,W,48.0,13.0,10.0,15.0,66.0,22.0,18.0,6.0,56.0,1,1,1,1,99,1050,1018,557,80,1138,1108,113,1028,teamgamelogs,2022-23,Misc
2022-23,1610612742,DAL,Dallas Mavericks,0022200528,2022-12-29T00:00:00,DAL vs. HOU,W,48.0,11.0,7.0,25.0,54.0,9.0,25.0,5.0,46.0,1,1,1,1,99,1218,1280,71,454,101,1415,82,467,teamgamelogs,2022-23,Misc
2022-23,1610612759,SAS,San Antonio Spurs,0022200527,2022-12-29T00:00:00,SAS vs. NYK,W,48.0,15.0,22.0,8.0,62.0,9.0,21.0,7.0,42.0,1,1,1,1,99,878,104,1175,168,101,1291,181,294,teamgamelogs,2022-23,Misc
2022-23,1610612754,IND,Indiana Pacers,0022200524,2022-12-29T00:00:00,IND vs. CLE,W,48.0,15.0,10.0,20.0,48.0,17.0,25.0,21.0,72.0,1,1,1,1,99,878,1018,226,794,693,1415,1256,1447,teamgamelogs,2022-23,Misc
2022-23,1610612744,GSW,Golden State Warriors,0022200521,2022-12-28T00:00:00,GSW vs. UTA,W,48.0,13.0,7.0,23.0,34.0,16.0,11.0,2.0,38.0,1,1,1,1,99,1050,1280,120,1367,604,464,9,153,teamgamelogs,2022-23,Misc
2022-23,1610612741,CHI,Chicago Bulls,0022200519,2022-12-28T00:00:00,CHI vs. MIL,W,53.0,15.0,9.0,8.0,50.0,12.0,23.0,10.0,52.0,1,1,1,1,11,878,1104,1175,684,264,1378,390,798,teamgamelogs,2022-23,Misc
2022-23,1610612765,DET,Detroit Pistons,0022200515,2022-12-28T00:00:00,DET vs. ORL,W,48.0,13.0,13.0,3.0,24.0,18.0,19.0,6.0,54.0,1,1,1,1,99,1050,732,1444,1473,789,1180,113,909,teamgamelogs,2022-23,Misc
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200520,2022-12-28T00:00:00,MIN @ NOP,L,48.0,26.0,8.0,10.0,58.0,16.0,8.0,10.0,52.0,1,741,741,741,99,109,1191,1010,289,604,202,390,798,teamgamelogs,2022-23,Misc
2022-23,1610612748,MIA,Miami Heat,0022200518,2022-12-28T00:00:00,MIA vs. LAL,W,48.0,31.0,19.0,6.0,52.0,2.0,9.0,6.0,40.0,1,1,1,1,99,29,241,1301,573,2,291,113,214,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200522,2022-12-28T00:00:00,SAC vs. DEN,W,48.0,16.0,15.0,21.0,54.0,13.0,10.0,9.0,62.0,1,1,1,1,99,789,556,173,454,345,378,307,1261,teamgamelogs,2022-23,Misc
2022-23,1610612743,DEN,Denver Nuggets,0022200522,2022-12-28T00:00:00,DEN @ SAC,L,48.0,13.0,10.0,9.0,62.0,16.0,15.0,21.0,54.0,1,741,741,741,99,1050,1018,1092,168,604,847,1256,909,teamgamelogs,2022-23,Misc
2022-23,1610612747,LAL,Los Angeles Lakers,0022200518,2022-12-28T00:00:00,LAL @ MIA,L,48.0,2.0,9.0,6.0,40.0,31.0,19.0,6.0,52.0,1,741,741,741,99,1478,1104,1301,1188,1436,1180,113,798,teamgamelogs,2022-23,Misc
2022-23,1610612740,NOP,New Orleans Pelicans,0022200520,2022-12-28T00:00:00,NOP vs. MIN,W,48.0,16.0,8.0,10.0,52.0,26.0,8.0,10.0,58.0,1,1,1,1,99,789,1191,1010,573,1336,202,390,1119,teamgamelogs,2022-23,Misc
2022-23,1610612751,BKN,Brooklyn Nets,0022200517,2022-12-28T00:00:00,BKN @ ATL,W,48.0,7.0,10.0,9.0,50.0,18.0,9.0,14.0,60.0,1,1,1,1,99,1412,1018,1092,684,789,291,757,1193,teamgamelogs,2022-23,Misc
2022-23,1610612762,UTA,Utah Jazz,0022200521,2022-12-28T00:00:00,UTA @ GSW,L,48.0,16.0,11.0,2.0,38.0,13.0,7.0,23.0,34.0,1,741,741,741,99,789,900,1456,1268,345,152,1340,68,teamgamelogs,2022-23,Misc
2022-23,1610612756,PHX,Phoenix Suns,0022200516,2022-12-28T00:00:00,PHX @ WAS,L,48.0,14.0,16.0,10.0,28.0,16.0,15.0,14.0,60.0,1,741,741,741,99,961,464,1010,1453,604,847,757,1193,teamgamelogs,2022-23,Misc
2022-23,1610612753,ORL,Orlando Magic,0022200515,2022-12-28T00:00:00,ORL @ DET,L,48.0,18.0,19.0,6.0,54.0,13.0,13.0,3.0,24.0,1,741,741,741,99,586,241,1301,454,345,672,26,5,teamgamelogs,2022-23,Misc
2022-23,1610612737,ATL,Atlanta Hawks,0022200517,2022-12-28T00:00:00,ATL vs. BKN,L,48.0,18.0,9.0,14.0,60.0,7.0,10.0,9.0,50.0,1,741,741,741,99,586,1104,633,221,46,378,307,688,teamgamelogs,2022-23,Misc
2022-23,1610612749,MIL,Milwaukee Bucks,0022200519,2022-12-28T00:00:00,MIL @ CHI,L,53.0,12.0,23.0,10.0,52.0,15.0,9.0,8.0,50.0,1,741,741,741,11,1137,85,1010,573,521,291,234,688,teamgamelogs,2022-23,Misc
2022-23,1610612764,WAS,Washington Wizards,0022200516,2022-12-28T00:00:00,WAS vs. PHX,W,48.0,16.0,15.0,14.0,60.0,14.0,16.0,10.0,28.0,1,1,1,1,99,789,556,633,221,432,926,390,16,teamgamelogs,2022-23,Misc
2022-23,1610612752,NYK,New York Knicks,0022200512,2022-12-27T00:00:00,NYK @ DAL,L,53.0,8.0,27.0,12.0,48.0,15.0,11.0,15.0,50.0,1,741,741,741,11,1381,21,819,794,521,464,849,688,teamgamelogs,2022-23,Misc
2022-23,1610612737,ATL,Atlanta Hawks,0022200508,2022-12-27T00:00:00,ATL @ IND,L,48.0,12.0,12.0,9.0,46.0,17.0,11.0,29.0,60.0,1,741,741,741,99,1137,810,1092,905,693,464,1450,1193,teamgamelogs,2022-23,Misc
2022-23,1610612759,SAS,San Antonio Spurs,0022200511,2022-12-27T00:00:00,SAS @ OKC,L,48.0,22.0,31.0,12.0,64.0,20.0,16.0,13.0,62.0,1,741,741,741,99,285,10,819,114,976,926,663,1261,teamgamelogs,2022-23,Misc
2022-23,1610612753,ORL,Orlando Magic,0022200505,2022-12-27T00:00:00,ORL vs. LAL,L,48.0,19.0,7.0,10.0,44.0,12.0,9.0,15.0,56.0,1,741,741,741,99,506,1280,1010,1015,264,291,849,1028,teamgamelogs,2022-23,Misc
2022-23,1610612755,PHI,Philadelphia 76ers,0022200506,2022-12-27T00:00:00,PHI @ WAS,L,48.0,22.0,21.0,12.0,62.0,25.0,20.0,13.0,42.0,1,741,741,741,99,285,149,819,168,1294,1241,663,294,teamgamelogs,2022-23,Misc
2022-23,1610612764,WAS,Washington Wizards,0022200506,2022-12-27T00:00:00,WAS vs. PHI,W,48.0,25.0,20.0,13.0,42.0,22.0,21.0,12.0,62.0,1,1,1,1,99,146,191,725,1099,1138,1291,564,1261,teamgamelogs,2022-23,Misc
2022-23,1610612766,CHA,Charlotte Hornets,0022200513,2022-12-27T00:00:00,CHA @ GSW,L,48.0,8.0,10.0,6.0,42.0,18.0,11.0,15.0,56.0,1,741,741,741,99,1381,1018,1301,1099,789,464,849,1028,teamgamelogs,2022-23,Misc
2022-23,1610612754,IND,Indiana Pacers,0022200508,2022-12-27T00:00:00,IND vs. ATL,W,48.0,17.0,11.0,29.0,60.0,12.0,12.0,9.0,46.0,1,1,1,1,99,693,900,21,221,264,582,307,467,teamgamelogs,2022-23,Misc
2022-23,1610612742,DAL,Dallas Mavericks,0022200512,2022-12-27T00:00:00,DAL vs. NYK,W,53.0,15.0,11.0,15.0,50.0,8.0,27.0,12.0,48.0,1,1,1,1,11,878,900,557,684,70,1449,564,577,teamgamelogs,2022-23,Misc
2022-23,1610612756,PHX,Phoenix Suns,0022200510,2022-12-27T00:00:00,PHX @ MEM,W,48.0,18.0,11.0,12.0,46.0,18.0,19.0,16.0,48.0,1,1,1,1,99,586,900,819,905,789,1180,925,577,teamgamelogs,2022-23,Misc
2022-23,1610612747,LAL,Los Angeles Lakers,0022200505,2022-12-27T00:00:00,LAL @ ORL,W,48.0,12.0,9.0,15.0,56.0,19.0,7.0,10.0,44.0,1,1,1,1,99,1137,1104,557,363,896,152,390,383,teamgamelogs,2022-23,Misc
2022-23,1610612738,BOS,Boston Celtics,0022200507,2022-12-27T00:00:00,BOS vs. HOU,W,48.0,21.0,10.0,24.0,38.0,11.0,13.0,17.0,44.0,1,1,1,1,99,344,1018,87,1268,206,672,1014,383,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200514,2022-12-27T00:00:00,SAC vs. DEN,L,48.0,10.0,10.0,2.0,54.0,23.0,10.0,16.0,52.0,1,741,741,741,99,1276,1018,1456,454,1197,378,925,798,teamgamelogs,2022-23,Misc
2022-23,1610612760,OKC,Oklahoma City Thunder,0022200511,2022-12-27T00:00:00,OKC vs. SAS,W,48.0,20.0,16.0,13.0,62.0,22.0,31.0,12.0,64.0,1,1,1,1,99,426,464,725,168,1138,1471,564,1314,teamgamelogs,2022-23,Misc
2022-23,1610612746,LAC,LA Clippers,0022200509,2022-12-27T00:00:00,LAC @ TOR,W,48.0,20.0,18.0,11.0,52.0,16.0,17.0,24.0,68.0,1,1,1,1,99,426,302,918,573,604,1018,1362,1402,teamgamelogs,2022-23,Misc
2022-23,1610612763,MEM,Memphis Grizzlies,0022200510,2022-12-27T00:00:00,MEM vs. PHX,L,48.0,18.0,19.0,16.0,48.0,18.0,11.0,12.0,46.0,1,741,741,741,99,586,241,468,794,789,464,564,467,teamgamelogs,2022-23,Misc
2022-23,1610612761,TOR,Toronto Raptors,0022200509,2022-12-27T00:00:00,TOR vs. LAC,L,48.0,16.0,17.0,24.0,68.0,20.0,18.0,11.0,52.0,1,741,741,741,99,789,374,87,58,976,1108,472,798,teamgamelogs,2022-23,Misc
2022-23,1610612743,DEN,Denver Nuggets,0022200514,2022-12-27T00:00:00,DEN @ SAC,W,48.0,23.0,10.0,16.0,52.0,10.0,10.0,2.0,54.0,1,1,1,1,99,230,1018,468,573,147,378,9,909,teamgamelogs,2022-23,Misc
2022-23,1610612745,HOU,Houston Rockets,0022200507,2022-12-27T00:00:00,HOU @ BOS,L,48.0,11.0,13.0,17.0,44.0,21.0,10.0,24.0,38.0,1,741,741,741,99,1218,732,393,1015,1056,378,1362,153,teamgamelogs,2022-23,Misc
2022-23,1610612744,GSW,Golden State Warriors,0022200513,2022-12-27T00:00:00,GSW vs. CHA,W,48.0,18.0,11.0,15.0,56.0,8.0,10.0,6.0,42.0,1,1,1,1,99,586,900,557,363,70,378,113,294,teamgamelogs,2022-23,Misc
2022-23,1610612757,POR,Portland Trail Blazers,0022200504,2022-12-26T00:00:00,POR vs. CHA,W,48.0,10.0,13.0,25.0,52.0,12.0,22.0,16.0,42.0,1,1,1,1,99,1276,732,71,573,264,1333,925,294,teamgamelogs,2022-23,Misc
2022-23,1610612762,UTA,Utah Jazz,0022200503,2022-12-26T00:00:00,UTA @ SAS,L,48.0,21.0,18.0,14.0,52.0,10.0,16.0,20.0,74.0,1,741,741,741,99,344,302,633,573,147,926,1212,1466,teamgamelogs,2022-23,Misc
2022-23,1610612759,SAS,San Antonio Spurs,0022200503,2022-12-26T00:00:00,SAS vs. UTA,W,48.0,10.0,16.0,20.0,74.0,21.0,18.0,14.0,52.0,1,1,1,1,99,1276,464,226,8,1056,1108,757,798,teamgamelogs,2022-23,Misc
2022-23,1610612748,MIA,Miami Heat,0022200500,2022-12-26T00:00:00,MIA vs. MIN,W,48.0,15.0,16.0,9.0,64.0,12.0,13.0,4.0,52.0,1,1,1,1,99,878,464,1092,114,264,672,38,798,teamgamelogs,2022-23,Misc
2022-23,1610612766,CHA,Charlotte Hornets,0022200504,2022-12-26T00:00:00,CHA @ POR,L,48.0,12.0,22.0,16.0,42.0,10.0,13.0,25.0,52.0,1,741,741,741,99,1137,104,468,1099,147,672,1395,798,teamgamelogs,2022-23,Misc
2022-23,1610612751,BKN,Brooklyn Nets,0022200498,2022-12-26T00:00:00,BKN @ CLE,W,48.0,18.0,10.0,23.0,34.0,20.0,14.0,17.0,48.0,1,1,1,1,99,586,1018,120,1367,976,750,1014,577,teamgamelogs,2022-23,Misc
2022-23,1610612745,HOU,Houston Rockets,0022200501,2022-12-26T00:00:00,HOU @ CHI,W,48.0,15.0,10.0,16.0,60.0,13.0,8.0,23.0,44.0,1,1,1,1,99,878,1018,468,221,345,202,1340,383,teamgamelogs,2022-23,Misc
2022-23,1610612740,NOP,New Orleans Pelicans,0022200502,2022-12-26T00:00:00,NOP vs. IND,W,48.0,19.0,26.0,17.0,52.0,17.0,8.0,19.0,46.0,1,1,1,1,99,506,33,393,573,693,202,1154,467,teamgamelogs,2022-23,Misc
2022-23,1610612765,DET,Detroit Pistons,0022200499,2022-12-26T00:00:00,DET vs. LAC,L,53.0,22.0,22.0,2.0,42.0,28.0,18.0,14.0,38.0,1,741,741,741,11,285,104,1456,1099,1396,1108,757,153,teamgamelogs,2022-23,Misc
2022-23,1610612746,LAC,LA Clippers,0022200499,2022-12-26T00:00:00,LAC @ DET,W,53.0,28.0,18.0,14.0,38.0,22.0,22.0,2.0,42.0,1,1,1,1,11,69,302,633,1268,1138,1333,9,294,teamgamelogs,2022-23,Misc
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200498,2022-12-26T00:00:00,CLE vs. BKN,L,48.0,20.0,14.0,17.0,48.0,18.0,10.0,23.0,34.0,1,741,741,741,99,426,635,393,794,789,378,1340,68,teamgamelogs,2022-23,Misc
